GeneName	SAMN15636466	SAMN15636467	SAMN15636468	SAMN15636469	SAMN15636470	SAMN15636471
RAB2B	28	22	13	15	10	83
RAB30	1356	1894	2719	2042	1955	1274
RAB31	1748	2106	2437	2625	2321	1896
RAB32	2262	2787	1822	2289	2405	3849
RAB33A	104	74	63	95	100	145
RAB33B	1109	928	1162	913	1095	892
RAB34	1513	883	874	1090	919	1179
RAB35	1395	1168	1150	1085	1245	1551
RAB36	52	64	37	40	89	71
RAB37	75	167	98	597	365	83
RAB38	110	142	90	91	84	141
RAB39A	28	22	27	77	106	23
RAB39B	1040	1216	965	1185	1525	1317
RAB3A	672	576	542	697	727	735
RAB3B	368	321	216	279	380	472
RAB3C	102	324	247	266	851	168
RAB3GAP1	1760	2133	1874	1423	1872	2512
RAB3GAP2	1188	1643	1446	1447	1676	1687
RAB3IL1	3967	3941	4024	4853	3781	4627
RAB3IP	682	559	349	424	575	856
RAB40B	25	18	23	28	31	9
RAB40C	986	953	761	950	908	1017
RAB41	1206	994	1123	1213	1284	1851
RAB42	9	7	19	7	23	23
RAB43	533	871	1080	1030	1296	759
RAB44	173	384	214	1233	705	320
RAB4A	643	801	615	541	691	730
RAB5A	1221	1176	1163	1198	1265	1207
RAB5B	4103	3479	2765	3365	2738	5494
RAB5C	6252	5601	4192	5835	4226	7754
RAB6A	1093	891	1004	862	1256	955
RAB7A	7910	7784	6468	7450	7017	9788
RAB7B	535	247	214	260	308	357
RAB7L1	1459	1775	1803	2234	1886	2001
RAB8A	1383	1493	1499	1455	1592	1446
RAB8B	2084	2233	2502	2722	3104	2122
RAB9A	798	745	692	644	737	754
RAB9B	718	653	443	852	925	1089
RABEP1	1303	1595	1443	1320	1820	1395
RABEPK	514	482	428	526	535	703
RABGAP1	1039	1559	1379	1434	1540	1661
RABGAP1L	1314	1789	1677	1948	2414	1600
RABGEF1	1004	1159	1142	1088	1242	1124
RABGGTB	1308	1344	1312	1070	1438	1104
RABIF	1115	779	583	1013	749	1128
RABL2A	212	105	134	124	131	184
RABL3	578	527	465	527	587	518
RABL6	1857	2098	2141	2386	2064	2587
RAC1	3368	3250	3269	3423	3717	3382
RAC2	678	789	546	2823	1651	632
RAC3	811	663	624	694	719	960
RACGAP1	2567	2485	1537	2173	2233	3698
RACK1	25802	18883	19572	25362	22283	20269
RAD1	172	105	106	111	108	160
RAD17	703	572	378	451	599	659
RAD18	1121	834	580	675	697	1126
RAD21	1695	1900	2048	2145	2250	1928
RAD21L1	18	29	20	17	31	27
RAD23A	2528	2247	1828	2326	1835	2912
RAD23B	2249	2648	2723	2364	2731	2899
RAD50	505	659	677	810	763	560
RAD51	1223	1632	992	1292	1043	1753
RAD51AP1	210	197	162	184	227	161
RAD51AP2	0	0	0	0	1	1
RAD51B	266	358	237	343	425	437
RAD51C	344	562	283	378	416	732
RAD51D	662	481	538	757	616	791
RAD52	261	293	196	307	179	496
RAD54B	162	184	180	185	122	252
RAD54L	520	718	605	721	666	1218
RAD54L2	801	1193	1098	1510	1297	1463
RAD9A	588	535	405	460	376	603
RAD9B	5	4	14	5	3	8
RADIL	73	94	76	139	167	132
RAE1	1260	1224	965	1061	1206	1363
RAF1	831	1235	1051	1081	1289	1142
RAG1	0	0	1	1	3	0
RAG2	7	13	12	20	10	18
RAI1	461	646	665	917	810	520
RAI14	752	810	1064	771	1163	579
RAI2	2597	2075	1714	1921	1616	2411
RALA	1721	1293	1410	1094	1315	1314
RALB	4188	3949	3128	3426	3778	5266
RALBP1	1425	1543	1528	1629	1666	1555
RALGAPA1	712	1368	1229	1086	1643	998
RALGAPA2	421	554	657	703	908	593
RALGAPB	2101	3135	2890	3637	3220	4061
RALGPS1	290	470	464	370	528	469
RALGPS2	2164	2751	2209	1916	2158	3795
RALY	1435	1658	1273	1505	1077	2914
RALYL	16	46	47	40	51	57
RAMP2	857	633	708	1192	1273	626
RAMP3	252	267	164	219	192	203
RAN	6150	4087	3765	4225	4103	4846
RANBP1	836	714	724	785	775	769
RANBP10	858	896	882	908	784	1363
RANBP17	49	54	21	38	88	63
RANBP3	1646	1984	1593	1935	2034	2284
RANBP3L	14	36	32	5	29	14
RANBP9	1140	1127	1246	1148	1176	1230
RANGAP1	2438	1841	1645	2217	2065	2898
RAP1A	1602	1470	1446	1869	2289	1121
RAP1B	2764	2625	2432	2975	3303	2331
RAP1GAP1	63	60	37	41	157	44
RAP1GAP2	262	298	240	296	477	357
RAP1GAP3	224	190	133	187	164	295
RAP1GDS1	1386	1072	1157	1391	1663	1093
RAP1GDS1L	4	14	4	16	9	10
RAP2A	875	890	729	682	584	975
RAP2B	854	731	606	988	852	990
RAP2C	1060	1158	1247	1747	1270	1657
RAPGEF1	1341	1577	1397	1646	1615	1943
RAPGEF2	849	1557	1490	1667	1816	1599
RAPGEF3	2113	1862	2107	3256	2180	2587
RAPGEF4	157	222	173	166	225	350
RAPGEF5	1615	2169	1929	1931	2434	2259
RAPGEF6	1436	2376	2542	2850	2797	1940
RAPGEFL1	21	12	23	13	20	21
RAPH1	717	1013	1079	919	1052	1347
RAPSN	4	1	2	1	3	1
RARA	1910	1367	1414	1774	1739	1200
RARB	392	450	458	352	527	412
RARRES1	2461	1497	2058	1833	2911	1383
RARRES2	4597	2610	3306	4298	4310	3471
RARS	401	545	462	495	431	559
RARS2	306	306	287	307	268	364
RASA1	834	950	863	709	832	947
RASA2	293	386	360	298	465	260
RASA3	752	930	1033	1108	1312	881
RASA4B	1088	890	770	1251	1019	629
RASAL1	12	9	17	17	21	8
RASAL3	98	118	87	360	202	79
RASD1	125	109	64	204	199	139
RASD2	67	101	104	22	107	70
RASEF	19	40	34	39	55	32
RASGEF1A	303	407	580	403	461	445
RASGEF1B	429	492	396	375	475	446
RASGEF1C	167	366	253	215	418	303
RASGRF1	223	277	128	262	300	272
RASGRF2	242	605	511	178	564	292
RASGRP1	166	244	239	273	336	143
RASGRP3	319	494	560	506	454	429
RASL10A	8	4	11	10	21	11
RASL10B	218	232	94	118	158	138
RASL11A	905	555	703	443	595	530
RASL11AL	151	181	174	126	304	137
RASL11B	588	524	373	404	396	614
RASL12	223	238	171	140	186	166
RASSF1	913	560	564	857	705	527
RASSF10	41	46	17	41	24	43
RASSF2	1532	1655	1414	3321	2185	1667
RASSF3	1722	1638	2016	1451	2192	1509
RASSF5	300	450	290	1078	844	409
RASSF6	713	926	631	596	903	1109
RASSF7	355	381	376	486	323	623
RASSF8	1112	1628	1425	1402	1504	1001
RASSF9	79	131	171	116	212	94
RAVER2	1243	1598	1449	1377	1688	1391
RAX	67	52	5	54	67	52
RAX2	1	0	0	0	0	0
RB1	1072	1227	1020	1177	1275	1260
RB1CC1	476	689	836	730	942	702
RBBP4	5234	5307	4660	5791	4826	7140
RBBP5	1658	2187	1679	2003	2155	2273
RBBP6	487	615	796	660	790	499
RBBP7	543	498	339	467	431	641
RBBP8	515	603	453	430	414	598
RBBP8NL	300	374	154	310	394	457
RBFA	186	161	142	163	183	137
RBFOX1	120	222	133	92	209	165
RBFOX2	1816	1643	1724	1271	2160	1368
RBFOX3	106	123	81	106	124	119
RBKS	338	342	353	408	375	422
RBL1	373	505	496	623	663	559
RBL2	190	439	477	446	503	294
RBM10	7448	8611	9026	8840	10210	9207
RBM11	57	39	46	45	92	38
RBM12	799	1123	987	1016	1229	944
RBM12B	756	829	706	655	992	675
RBM14	1151	1158	917	1248	1072	1279
RBM15	397	648	547	637	593	595
RBM15B	625	605	502	677	540	730
RBM17	1133	974	938	943	1111	1196
RBM18	1468	1147	905	1028	1137	1444
RBM19	1277	1316	962	1064	1153	1284
RBM20	369	493	176	139	353	311
RBM22	2270	2226	2060	2427	2219	2895
RBM23	2503	2406	2594	2461	2903	2264
RBM24	478	511	452	500	529	560
RBM25	560	681	766	641	897	531
RBM26	1485	1428	1629	1605	1732	1249
RBM27	805	1061	1002	947	1135	1002
RBM3	4428	4063	5904	4515	6626	3812
RBM33	684	1171	1268	1090	1368	1022
RBM34	893	573	780	651	871	618
RBM38	2250	2456	1803	2242	1821	3127
RBM41	346	180	162	283	208	306
RBM43	254	360	404	359	358	309
RBM44	263	267	196	169	378	436
RBM45	615	642	501	558	591	558
RBM46	8	17	10	9	13	10
RBM47	309	345	378	605	407	395
RBM48	498	461	331	377	351	560
RBM6	524	592	621	696	742	580
RBM7	1294	1013	783	1192	911	1265
RBM8A	1551	1192	1019	1400	1010	1410
RBMS1	704	981	1200	1155	1421	830
RBMS2	722	695	580	786	651	765
RBMS3	490	509	529	446	648	541
RBMX2	1523	1349	1040	1429	1142	1719
RBMXL1	2077	2142	2626	2207	2724	2145
RBMXL3	1855	1801	1602	2300	1715	1875
RBP	37	34	60	18	66	23
RBP1	5	4	7	12	18	6
RBP2	0	0	0	1	1	1
RBP3	245	416	184	396	423	1196
RBP4	11	15	38	25	17	16
RBP4A	17	9	29	13	13	17
RBP5	775	567	605	688	693	607
RBP7	232	132	145	186	61	56
RBPJ	803	1121	1188	1260	1522	923
RBPJL	129	158	72	81	41	459
RBPMS	2357	2029	2044	2240	2748	2003
RBPMS2	2407	2455	1830	1976	1880	3382
RBSN	1173	1324	1314	1135	1390	1396
RBX1	504	391	367	519	375	526
RC3H1	853	1500	1787	1330	1675	1412
RC3H2	737	1175	1235	1219	1354	1080
RCAN1	539	446	341	275	558	449
RCAN2	1516	1643	1080	1542	1383	1727
RCAN3	798	778	773	880	994	699
RCBTB1	662	715	841	763	862	853
RCBTB2	614	968	937	1092	1260	746
RCC1	860	711	787	742	559	826
RCC1L	830	738	540	626	674	1005
RCC2	1636	2340	2160	3116	2530	2270
RCCD1	294	208	193	252	259	162
RCHY1	3792	3353	2797	3264	2635	4799
RCL1	218	237	228	244	248	363
RCN1	1780	1362	1391	1362	1610	1337
RCN2	2127	2037	2169	1877	2079	1829
RCOR1	895	1211	1398	1468	1483	1168
RCOR3	771	902	1104	895	1178	899
RCSD1	706	661	587	1654	1357	423
RD3	129	199	259	245	209	256
RD3L	1	1	2	0	1	0
RDH10	1215	457	458	561	429	462
RDH11	3776	5190	2671	3250	2737	6256
RDH14	148	132	146	88	119	65
RDH16	93	84	101	156	98	75
RDH5	282	158	155	215	239	183
RDH8	106	60	62	89	95	67
RDH8L	7	5	9	5	9	16
RDH8L1	0	0	0	0	0	0
RDM1	514	361	391	422	424	413
RDX	2415	2865	2771	2637	3271	1871
REC114	7	5	5	6	12	2
REC8	12	20	22	47	43	44
RECK	561	708	831	794	937	450
RECQL	329	343	282	255	341	344
RECQL5	535	620	493	572	538	743
REEP1	185	377	295	250	633	326
REEP2	398	487	613	461	690	437
REEP3	932	1076	1042	847	1277	842
REEP5	3423	2611	2524	2986	3138	3442
REEP6	14	10	7	5	6	11
REG1A	0	0	2	0	1	0
REG4	0	0	0	1	1	0
REL	705	931	913	1056	1065	920
RELA	444	519	453	577	459	586
RELL1	629	811	1170	855	920	625
RELL2	1	0	0	1	1	0
RELN	637	2370	1975	1067	2694	1494
RELT	355	303	149	311	186	234
REM1	1035	885	671	690	844	750
REN	232	361	145	249	304	409
REPS1	776	957	871	949	1061	1279
REPS2	530	1020	896	905	1019	860
RER1	1664	1606	1467	1449	1713	1875
RERE	1687	2764	2915	2515	2820	2669
RERG	1199	1452	1679	1367	1749	1477
RERGL	715	626	774	847	731	722
RESF1	965	1258	1752	1328	1620	1181
REST	1187	1480	1770	1669	1868	1776
RET	67	214	141	139	396	208
RETSAT	2225	2094	2096	2805	1921	2706
REV1	492	658	647	544	702	637
REV3L	547	997	1140	892	1046	807
REXO1	1788	1887	1571	2139	1600	2536
REXO2	2026	1560	1364	1731	1343	2286
REXO4	388	262	273	262	220	304
REXO5	265	289	307	283	370	309
RFC1	923	1200	1130	982	1431	1206
RFC2	384	304	286	335	380	327
RFC3	866	775	601	630	696	1016
RFC4	2067	1446	1117	1369	1124	2183
RFC5	1141	1004	824	1233	893	1826
RFESD	22	12	31	13	23	12
RFFL	993	991	777	1143	1035	1253
RFK	62	99	81	48	95	63
RFKL	103	103	118	112	172	69
RFLNA	105	161	152	155	297	153
RFLNB	1366	1205	1041	1289	810	2229
RFNG	1140	1577	1161	1234	1274	1934
RFT1	641	366	349	936	713	642
RFTN1	511	688	796	1150	1124	694
RFTN2	843	1009	1276	1115	1385	976
RFWD2	914	866	666	780	958	1140
RFWD3	2173	2802	1511	2412	2000	4319
RFX2	866	875	648	792	928	1534
RFX3	90	204	256	182	208	164
RFX4	8	8	10	30	4	21
RFX5	446	361	296	571	510	337
RFX6	33	55	39	30	52	116
RFX7	507	1070	1124	1114	1206	966
RFX8	2	7	1	2	7	9
RFXANK	647	560	578	667	524	692
RFXAP	1093	1030	934	1064	1143	830
RGCC	169	169	101	188	152	168
RGCCL	2437	2032	1812	2753	2691	2775
RGL1	1792	1781	2402	2550	2998	1671
RGL4	1791	1939	1947	2613	2281	2008
RGMA	232	287	269	275	324	266
RGMB	903	924	1027	1026	1354	750
RGN	268	172	188	185	253	254
RGNL	0	2	1	1	2	4
RGP1	587	604	484	634	555	834
RGPD1	12	22	18	159	25	217
RGR	0	3	0	0	0	0
RGS1	108	89	100	182	173	44
RGS10	363	329	333	275	584	228
RGS11	1015	447	331	722	599	2544
RGS12	111	247	195	149	261	178
RGS13	0	1	1	4	11	1
RGS14	924	557	608	1456	1095	493
RGS16	318	157	165	168	56	139
RGS17	1	3	9	5	10	11
RGS18	221	247	233	436	529	140
RGS19	307	364	248	993	631	236
RGS2	1056	1112	784	737	1216	841
RGS20	52	17	7	15	20	14
RGS21	1	2	1	0	0	1
RGS22	167	238	319	109	273	87
RGS3	1269	1071	1193	1649	1441	1599
RGS4	181	258	240	271	1311	275
RGS5	7831	16199	10540	7326	12295	4599
RGS6	149	103	73	82	147	220
RGS7	53	65	35	45	118	76
RGS7BP	74	135	60	89	147	38
RGS8	62	40	102	44	79	55
RGS9	151	356	344	436	520	481
RGS9BP	113	102	123	88	148	86
RGSL1	2	2	6	18	5	7
RHAG	17	76	77	237	207	26
RHBDD1	315	309	335	343	458	318
RHBDD2	459	487	448	443	420	814
RHBDF1	747	986	636	741	941	1031
RHBDF2	844	1113	725	1320	875	1309
RHBDL1	8	12	5	5	10	8
RHBDL3	101	116	83	105	131	415
RHBG	265	160	213	420	381	232
RHCE	140	143	211	258	203	144
RHCG	2	1	0	1	0	0
RHEB	577	505	543	502	611	415
RHNO1	134	122	70	118	107	162
RHO	9	8	4	13	8	13
RHOA	7490	5332	5517	5630	6533	4511
RHOB	4862	4007	4312	4424	5443	3768
RHOBTB1	46	54	48	56	52	47
RHOBTB2	683	665	619	733	598	927
RHOBTB3	89	183	177	144	211	197
RHOC	1845	1572	1311	1676	1195	2316
RHOD	0	0	0	0	0	0
RHOF	110	158	128	431	259	126
RHOG	864	652	484	1590	977	553
RHOG2	1180	1496	1279	1531	1433	1459
RHOH	148	133	146	291	299	125
RHOJ	1244	1827	2207	2051	2859	1498
RHOQ	30	103	85	99	69	87
RHOT1	1020	1245	1110	1013	1361	1307
RHOT2	894	1002	800	1104	775	1276
RHOU	680	837	757	588	729	734
RHOV	171	216	97	96	188	297
RHPN1	637	848	1214	1423	880	791
RHPN2	162	207	168	101	196	179
RIBC1	4	2	4	10	4	8
RIC1	430	723	737	731	857	582
RIC3	238	367	249	291	263	474
RIC8A	1513	1715	1207	1759	1892	2200
RIC8B	675	574	621	677	684	522
RICTOR	1700	3051	4374	2306	4838	2623
RIDA	653	628	406	400	643	516
RIF1	1139	1945	1343	1418	1675	2190
RIIAD1	4	15	11	9	16	2
RILP	1000	936	720	751	616	1048
RILPL1	1238	1456	1710	1594	1754	1505
RIMBP2	56	70	111	69	316	75
RIMBP3C	1	19	9	4	12	14
RIMKLB	413	557	533	516	588	721
RIMS1	467	543	554	314	711	434
RIMS2	67	72	47	109	135	138
RIMS3	72	75	70	61	112	143
RIMS4	103	130	145	138	146	336
RIN2	1941	2515	2521	2201	2997	2532
RIN3	677	739	761	1100	856	737
RINT1	345	462	323	359	385	435
RIOK1	1182	920	671	790	961	1262
RIOK2	559	482	345	413	507	678
RIOK3	1328	1060	1038	1085	1064	1540
RIOX1	464	411	243	409	312	637
RIPK1	360	346	378	488	564	246
RIPK2	264	283	234	343	356	272
RIPK3	279	228	357	358	390	219
RIPK4	84	103	104	82	121	109
RIPPLY1	6	2	6	6	6	3
RIPPLY2	128	104	27	70	39	41
RIPPLY3	3	3	0	0	2	17
RIT1	2982	2992	2643	2871	2911	3239
RIT2	0	0	0	0	0	0
RITA1	144	184	122	178	112	282
RLBP1	15	14	10	16	7	17
RLF	854	1049	827	878	1197	1204
RLIM	1471	1743	1613	1685	1918	2079
RLN3	466	154	429	667	52	269
RLTPR	81	81	73	260	138	59
RMDN1	277	162	182	228	179	294
RMDN2	214	246	295	247	310	295
RMDN3	578	826	736	720	871	705
RMI1	147	218	108	136	132	222
RMI2	366	202	380	495	312	350
RMND1	371	386	307	305	371	270
RMND5A	1308	1529	1651	1289	1770	1256
RN5S	0	0	0	0	0	0
RN7SL1	0	0	0	0	0	0
RNASE6	399	189	142	742	649	227
RNASEH1	912	782	634	720	693	814
RNASEH2B	677	604	577	643	738	504
RNASEK	4014	2021	1484	2411	1956	1766
RNASEL	174	154	212	211	324	301
RNASET2	1150	1090	1071	1377	1290	1540
RND1	658	572	313	592	604	988
RND2	265	240	149	166	186	415
RND3	1181	1126	970	896	1160	1224
RNF10	3014	3448	3308	3908	4163	3734
RNF103	977	959	808	910	975	984
RNF11	828	759	868	960	979	602
RNF111	823	1214	1066	1048	1245	1602
RNF113B	484	402	422	496	532	507
RNF114	1201	1159	1185	1467	1520	1199
RNF122	1179	756	678	713	669	1087
RNF123	553	642	611	872	609	833
RNF126	1310	1072	913	1146	1133	1462
RNF128	1209	1172	786	1148	1093	1701
RNF13	2288	2659	2625	2470	3173	2344
RNF130	2282	1577	1223	2154	2055	1817
RNF138	252	244	217	175	247	266
RNF139	1460	1359	1186	1353	1212	1694
RNF14	1463	1505	1278	1253	1249	1731
RNF141	1020	867	979	877	1052	953
RNF144A	417	562	632	670	765	592
RNF144B	159	219	246	328	309	178
RNF145	1831	1923	1854	2357	2359	1886
RNF146	575	458	484	612	603	525
RNF149	865	883	718	720	992	1078
RNF150	672	1067	1455	1004	1459	909
RNF151	1826	2479	2374	1969	2647	2636
RNF152	461	771	904	755	969	792
RNF157	627	509	377	493	362	790
RNF165	122	100	145	116	128	106
RNF166	2241	2354	1801	2508	2280	2511
RNF168	500	579	509	494	637	625
RNF169	135	320	371	416	418	326
RNF17	175	285	180	163	339	228
RNF170	267	277	326	314	469	195
RNF175	805	732	667	850	630	889
RNF180	108	158	182	134	189	155
RNF182	53	143	73	43	128	140
RNF186	2	3	1	3	5	2
RNF19A	1908	2302	1937	1999	2281	2535
RNF19AL	957	751	719	1057	581	1084
RNF19B	331	288	310	415	428	424
RNF2	164	213	204	162	222	294
RNF20	2336	2055	2425	2450	2315	2523
RNF207	186	183	146	162	175	171
RNF208	153	112	90	423	302	76
RNF212	27	56	47	48	71	82
RNF212B	963	999	903	927	981	993
RNF213	2927	4918	4149	5050	7122	6349
RNF214	667	723	641	688	640	1059
RNF215	1048	843	768	1011	782	1066
RNF216	1048	1344	1091	1702	1331	1723
RNF217	695	1000	916	864	1071	878
RNF219	550	583	699	344	705	428
RNF220	1232	1086	910	1208	1047	1183
RNF222	0	0	0	0	0	0
RNF223	2	1	5	0	0	1
RNF224	10	21	9	14	8	25
RNF24	523	471	464	559	687	630
RNF25	1419	1571	1114	1342	1173	2419
RNF26	1571	1626	1472	1864	1464	1782
RNF32	1	1	1	0	3	0
RNF34	958	1008	960	1211	1346	1308
RNF38	735	895	999	1066	1020	942
RNF4	1320	1221	1091	1155	1414	1112
RNF41	2013	1779	1333	2113	1625	2406
RNF43	29	45	55	65	73	68
RNF44	424	543	521	770	562	588
RNF5	1004	999	882	917	922	1093
RNF6	720	806	628	684	744	932
RNF7	842	617	789	796	858	606
RNF8	1415	1466	1126	1169	1310	1679
RNFT1	488	447	451	703	662	335
RNFT2	281	354	381	337	577	326
RNGTT	583	576	437	624	597	592
RNH1	2655	1859	1923	2080	2238	2202
RNLS	82	76	90	110	108	168
RNMT	1158	1225	1247	1180	1329	1390
RNP	31	19	5	20	26	51
RNPC3	299	406	395	268	416	286
RNPEP	1374	1207	1034	1751	1362	1539
RNPEPL1	1165	1430	946	1337	1230	1316
RNPS1	1687	1629	1228	1610	1501	1846
ROBO1	415	621	889	688	614	544
ROBO2	67	86	58	98	145	130
ROBO3	47	36	43	43	125	69
ROBO4	206	212	287	366	384	215
ROCK1	726	1046	1033	1163	1487	765
ROCK2	604	925	1268	703	1297	601
ROGDI	677	700	613	670	611	1158
ROMO1	1062	587	559	918	624	684
ROPN1L	27	34	34	10	11	52
ROR1	530	1057	1089	840	1208	755
ROR2	120	201	251	209	223	145
RORA	138	203	181	203	261	183
RORB	7	8	16	4	13	3
RORBL	44	77	87	68	51	70
RORC	22	12	13	43	28	3
ROS1	1	3	2	2	3	1
RP1	177	149	61	114	136	174
RP1-27O5.3	234	261	192	236	268	324
RP11-400G3.5	1	2	2	2	6	5
RP1L1	4	5	3	4	9	33
RP2	981	828	943	1287	1461	812
RP9	235	219	231	257	296	253
RPA1	2742	2962	2469	2824	2316	3889
RPA2	1715	1541	1258	1694	1417	2298
RPA3	640	594	420	539	535	713
RPAIN	898	583	573	756	644	1062
RPAP1	264	609	530	676	782	653
RPAP2	209	261	266	223	255	256
RPAP3	532	556	470	387	545	482
RPE65	20	79	57	22	63	9
RPEL1	1739	1348	1243	1709	1358	1715
RPESL	412	393	295	375	494	516
RPF1	801	717	585	628	777	775
RPF2	537	406	334	292	392	387
RPGR	40	103	115	70	129	73
RPGRIP1L	120	177	105	177	156	149
RPH3A	294	261	291	418	726	1221
RPH3AL	533	686	555	580	782	989
RPIA	975	951	954	1432	1362	1069
RPL10A	13898	8386	10007	10645	11224	7546
RPL11	10740	7382	8562	9149	9910	7440
RPL12	11818	8453	8584	10711	9614	7513
RPL13	22925	15239	17957	21753	21714	15961
RPL14	12538	9503	11307	10716	13285	9253
RPL15	14233	9986	13423	15342	13701	11342
RPL17	12988	8363	9794	11358	11147	8566
RPL18A	10894	7578	8571	9937	9381	5948
RPL19	18053	12118	14691	16223	14587	12279
RPL21	8870	6746	8253	8348	10511	6259
RPL22	6112	3777	4620	5394	5307	3705
RPL22L1	1427	646	756	822	809	635
RPL23	13396	10115	10720	12153	10566	9252
RPL23A	14016	10171	11097	11407	13034	8759
RPL24	6709	4305	5778	5897	6764	3791
RPL26L1	14014	10770	12775	14141	14335	9716
RPL27	13509	9614	11765	13033	13686	8974
RPL27A	16529	10714	12200	13217	13531	8875
RPL29	4777	3363	4369	3563	4227	2717
RPL3	38777	25704	32138	37557	36172	29443
RPL30	9653	6624	8062	8683	9719	7212
RPL31	9339	6212	7136	9510	8598	5849
RPL32	7486	5535	6508	7530	7122	5557
RPL34	8725	6827	8563	8862	9964	6126
RPL35	8885	5559	6504	6983	7491	4584
RPL35A	7286	5330	6421	8004	6673	4959
RPL36	6307	4437	4549	6211	4752	4392
RPL36A	233	162	206	187	223	130
RPL37	8418	4950	6779	7527	7880	5091
RPL37A	8550	5542	7337	6821	7792	4708
RPL38	2440	1849	2040	2099	2242	1742
RPL39L	7507	4965	6246	6972	6628	4498
RPL3L	10	7	6	2	6	10
RPL4	30829	25567	25701	33513	31310	21918
RPL5	22169	14792	17070	18882	20345	13270
RPL6	15781	9834	12470	11351	15955	9475
RPL7	24138	15750	18936	18801	21998	14850
RPL7A	26995	19070	20557	22897	23460	17829
RPL7L1	2218	1970	1667	1985	1986	2267
RPL8	23174	16146	17303	21631	21590	15713
RPL9	18679	15010	17918	17695	19147	13168
RPLP0	34742	20357	24079	27113	27869	24025
RPLP1	17675	10094	13194	15399	14728	10797
RPLP2	7966	4471	5355	6299	6011	4541
RPN1	8753	7695	8375	9419	8846	8833
RPN2	5416	3968	3548	5043	3936	5150
RPP14	357	190	181	300	282	429
RPP25	6	6	0	1	32	10
RPP25L	1028	898	627	844	704	1323
RPP30	868	749	719	697	832	1057
RPP38	229	202	183	154	190	202
RPP40	598	448	287	364	414	534
RPRD1A	468	794	719	646	846	626
RPRD1B	760	1117	1052	953	1131	789
RPRD2	1296	1792	1516	1659	1713	1796
RPRM	3	3	2	0	4	0
RPRML	0	0	0	1	0	0
RPS10	17752	12007	13435	15274	15947	11118
RPS11	13734	10327	11587	15041	14035	10705
RPS12	22030	16656	19046	18649	20594	12352
RPS13	5108	3476	4174	4770	4878	3603
RPS14	17977	12433	12974	15561	15954	12723
RPS15	17665	9667	13444	13804	14194	9526
RPS15A	10237	7218	9307	9518	10157	6457
RPS16	12216	8953	10203	9690	12091	6888
RPS17	15869	10410	13426	14534	13851	10309
RPS19BP1	1414	980	801	988	935	1416
RPS2	24649	11083	13462	15491	17912	13846
RPS20	11367	7285	9335	11470	10819	8283
RPS21	2884	1713	2728	2513	2641	1747
RPS23	12217	8411	9440	11366	11568	8385
RPS24	13764	8506	11246	9407	13503	6438
RPS25	11932	9351	12180	10774	12923	7453
RPS26	12715	9145	10836	13275	11593	9415
RPS27	7060	4482	4502	6643	5890	4897
RPS27A	12510	8347	8827	10649	10226	7911
RPS27L	337	229	232	304	321	273
RPS28	12351	4913	7750	9663	9310	7223
RPS29	3095	2120	2658	2919	2813	2316
RPS3	16401	10824	13907	15266	15650	10210
RPS3A	36856	24131	28515	29918	33715	21847
RPS4Y1	23149	15508	20480	24667	21719	17431
RPS6	26955	16571	19603	21080	22942	15353
RPS6KA1	1163	1319	1305	2090	1643	1373
RPS6KA2	160	147	167	198	193	205
RPS6KA3	2128	2144	2189	2510	2639	1854
RPS6KA5	480	855	1070	818	1170	543
RPS6KA6	368	551	615	382	741	501
RPS6KB1	364	489	510	555	612	441
RPS6KB2	767	966	707	998	887	902
RPS6KC1	541	648	502	576	584	748
RPS6KL1	1438	648	713	865	1056	1151
RPS7	9348	6933	8443	7934	10431	5493
RPS8	33088	20421	21217	25552	29604	20289
RPSAP58	25017	15093	17747	21258	19588	15682
RPTOR	1473	1904	1579	1865	1791	2459
RPUSD1	684	523	419	666	543	894
RPUSD2	490	390	375	440	362	435
RPUSD3	626	531	505	607	323	789
RPUSD4	1335	885	546	915	818	1425
RRAD	609	567	465	648	430	489
RRAGA	1619	1407	965	1442	1145	1361
RRAGC	837	769	731	766	819	828
RRAGD	768	822	818	766	926	784
RRAS	1192	992	936	939	1207	824
RRBP1	1661	1327	1386	2152	1731	1020
RREB1	313	564	677	653	677	527
RRH	6	10	5	23	35	41
RRM1	1192	1153	1075	1525	1063	1782
RRM2	1907	1694	1196	1834	1535	1795
RRM2B	572	434	447	411	456	659
RRN3	715	762	676	622	825	667
RRNAD1	158	170	135	213	154	273
RRP12	1356	1119	849	1365	1067	1594
RRP15	508	396	364	370	379	461
RRP1B	771	1022	944	964	1061	813
RRP36	3032	3090	1829	2416	2057	3514
RRP7A	1098	818	631	918	687	1338
RRP8	431	247	243	283	237	414
RRP9	852	674	625	744	629	841
RRS1	499	321	223	377	321	418
RS1	3	1	1	0	1	3
RSAD1	758	744	636	725	852	932
RSAD2	53	28	89	49	66	33
RSBN1	252	382	421	408	477	314
RSBN1L	463	632	611	648	938	561
RSF1	576	953	1109	987	1134	739
RSFR	3191	3536	2257	16382	11041	1445
RSG1	1900	1252	1057	1435	1171	1608
RSL1D1	1065	1160	811	824	1001	1007
RSL24D1	445	340	376	312	477	299
RSPH1	0	2	1	0	1	0
RSPH10B	68	65	68	51	72	91
RSPH14	23	7	33	22	43	33
RSPH3	71	147	34	98	177	531
RSPH9	23	9	22	28	24	30
RSPO1	205	500	667	1134	987	637
RSPO2	8	16	21	10	38	21
